DATOS HORARIOS 2023_NATIVITAS,,,,,,,,,,,
NOTA: LOS DATOS SON PREVALIDADOS,,,,,,,,,,,
,,,,,,,,,,,
MES,DIA,HORA,O3 [ppm],SO2 [ppm],NO2 [ppm],CO [ppm],PM10 [Ąg/m│],TEMP,WS,WD,HR
ENERO,1,0,0.024,0.010,0.014,NA,201,10.38,1.09,236.97,55.65
ENERO,1,1,0.041,0.021,0.014,NA,285,14.57,1.50,279.41,58.29
ENERO,1,2,NA,0.017,0.012,NA,391,13.37,1.69,283.43,63.24
ENERO,1,3,NA,0.027,0.014,NA,343,12.28,1.25,243.25,65.08
ENERO,1,4,0.046,0.015,0.014,NA,427,11.49,1.53,238.98,68.21
ENERO,1,5,0.045,0.010,0.012,NA,264,10.54,1.23,120.48,72.20
ENERO,1,6,0.029,0.007,0.010,NA,165,9.27,1.15,96.74,79.65
ENERO,1,7,0.024,0.006,0.010,NA,171,8.48,1.18,114.70,83.52
ENERO,1,8,0.016,0.006,0.008,NA,129,7.82,1.87,126.37,86.49
ENERO,1,9,0.016,0.006,0.007,NA,95,11.76,1.76,122.20,76.34
ENERO,1,10,0.023,0.007,0.005,NA,84,15.87,2.22,119.47,62.16
ENERO,1,11,0.037,0.007,0.004,NA,66,18.80,2.21,155.76,52.82
ENERO,1,12,0.042,0.010,0.004,NA,44,21.89,1.58,232.53,43.58
ENERO,1,13,0.046,0.008,0.004,NA,46,22.87,2.24,237.86,39.08
ENERO,1,14,0.048,0.006,0.004,NA,29,24.07,2.26,214.70,35.02
ENERO,1,15,0.046,0.006,0.004,NA,35,22.67,1.88,260.60,37.45
ENERO,1,16,0.046,0.006,0.004,NA,54,21.49,2.57,175.64,40.16
ENERO,1,17,0.038,0.006,0.004,NA,84,20.66,3.52,133.44,43.77
ENERO,1,18,0.021,0.006,0.006,NA,53,15.18,2.80,238.25,70.27
ENERO,1,19,0.012,0.007,0.010,NA,19,14.01,1.64,281.48,84.88
ENERO,1,20,0.007,0.007,0.013,NA,38,14.10,1.50,298.84,85.61
ENERO,1,21,0.008,0.006,0.012,NA,57,13.20,0.96,233.06,86.64
ENERO,1,22,0.010,0.006,0.011,NA,64,12.44,1.04,179.88,88.69
ENERO,1,23,0.009,0.006,0.011,NA,51,11.75,1.53,241.55,88.31
ENERO,2,0,0.014,0.006,0.010,NA,78,11.15,1.05,176.29,88.31
ENERO,2,1,0.016,0.006,0.009,NA,64,10.95,1.01,159.73,89.90
ENERO,2,2,0.014,0.005,0.007,NA,51,10.02,1.06,198.00,89.72
ENERO,2,3,0.009,0.005,0.007,NA,43,9.70,1.00,282.32,89.13
ENERO,2,4,0.013,0.005,0.008,NA,33,9.00,1.21,115.59,90.85
ENERO,2,5,NA,0.005,0.007,NA,36,8.05,1.05,194.35,91.89
ENERO,2,6,0.009,0.005,0.006,NA,36,8.19,1.03,251.52,90.75
ENERO,2,7,0.009,0.005,0.007,NA,44,8.45,1.07,273.56,89.11
ENERO,2,8,0.009,0.005,0.007,NA,42,8.16,1.00,231.95,90.01
ENERO,2,9,0.010,0.005,0.011,NA,40,12.98,1.22,251.93,82.47
ENERO,2,10,0.017,0.005,0.009,NA,39,16.58,1.03,183.46,70.65
ENERO,2,11,0.023,0.005,0.006,NA,39,19.09,1.59,227.57,64.75
ENERO,2,12,0.025,0.005,0.003,NA,28,19.93,3.42,244.17,54.35
ENERO,2,13,0.028,0.005,0.003,NA,19,21.18,4.47,235.39,38.44
ENERO,2,14,0.033,0.005,0.003,NA,18,22.07,4.90,248.44,27.26
ENERO,2,15,0.032,0.005,0.005,NA,23,21.29,4.98,277.20,29.15
ENERO,2,16,0.028,0.004,0.005,NA,28,19.68,4.45,274.08,29.32
ENERO,2,17,0.030,0.005,0.005,NA,21,20.40,4.64,272.68,28.06
ENERO,2,18,0.028,0.005,0.006,NA,28,19.09,4.02,264.44,32.98
ENERO,2,19,0.018,0.005,0.010,NA,33,17.13,2.81,264.10,41.78
ENERO,2,20,0.010,0.005,0.015,NA,48,15.18,2.66,271.32,47.91
ENERO,2,21,0.013,0.006,0.012,NA,74,14.51,2.36,230.87,49.31
ENERO,2,22,0.021,0.006,0.013,NA,59,13.03,1.78,143.82,51.87
ENERO,2,23,0.015,0.005,0.013,NA,67,11.68,1.13,129.02,56.42
ENERO,3,0,0.011,0.005,0.013,NA,47,11.53,1.40,231.73,57.25
ENERO,3,1,0.008,0.005,0.012,NA,54,11.49,1.77,294.22,59.34
ENERO,3,2,0.009,0.005,0.011,NA,43,11.97,1.31,198.44,56.91
ENERO,3,3,0.012,0.005,0.011,NA,37,10.98,1.43,144.47,57.82
ENERO,3,4,0.007,0.006,0.010,NA,33,9.93,1.37,278.42,60.49
ENERO,3,5,0.008,0.005,0.010,NA,36,9.28,1.66,279.15,63.82
ENERO,3,6,0.009,0.005,0.010,NA,37,8.67,1.62,245.64,66.32
ENERO,3,7,0.010,0.005,0.011,NA,43,8.11,1.33,218.63,68.52
ENERO,3,8,0.011,0.005,0.011,NA,69,8.31,1.30,263.81,68.19
ENERO,3,9,0.018,0.006,0.014,NA,93,14.09,1.06,198.34,60.01
ENERO,3,10,0.018,0.006,0.016,NA,98,17.48,1.80,264.46,51.07
ENERO,3,11,0.027,0.006,0.008,NA,56,19.15,2.29,285.26,44.52
ENERO,3,12,0.034,0.005,0.005,NA,28,20.75,2.72,265.59,38.55
ENERO,3,13,0.039,0.005,0.005,NA,24,21.92,3.46,279.08,35.19
ENERO,3,14,0.039,0.005,0.004,NA,26,23.05,4.27,259.59,30.83
ENERO,3,15,0.038,0.005,0.003,NA,32,23.49,4.74,252.66,26.34
ENERO,3,16,0.043,0.005,0.003,NA,30,23.51,4.66,246.45,25.71
ENERO,3,17,0.042,0.005,0.004,NA,28,23.37,4.57,264.53,24.04
ENERO,3,18,0.042,0.012,0.005,NA,40,22.15,3.76,269.93,27.25
ENERO,3,19,0.027,0.005,0.010,NA,47,19.35,2.71,261.97,34.74
ENERO,3,20,0.017,0.005,0.014,NA,50,17.21,2.40,271.16,41.08
ENERO,3,21,0.015,0.005,0.015,NA,76,15.79,1.95,244.95,45.15
ENERO,3,22,0.021,0.005,0.012,NA,85,14.41,1.32,190.02,48.97
ENERO,3,23,0.017,0.007,0.013,NA,73,13.66,1.50,198.01,50.18
ENERO,4,0,0.011,0.012,0.015,NA,63,12.94,1.56,272.07,52.47
ENERO,4,1,0.012,0.011,0.013,NA,75,11.57,0.98,210.72,54.73
ENERO,4,2,0.012,0.006,0.011,NA,79,10.87,1.01,198.32,57.47
ENERO,4,3,0.013,0.006,0.011,NA,72,10.07,1.19,218.55,60.34
ENERO,4,4,0.034,0.006,0.010,NA,57,8.93,1.05,74.47,65.25
ENERO,4,5,0.016,0.007,0.011,NA,59,8.15,1.05,150.78,67.74
ENERO,4,6,0.017,0.006,0.011,NA,60,7.52,1.25,144.86,69.67
ENERO,4,7,0.012,0.006,0.011,NA,80,7.06,1.19,101.69,73.19
ENERO,4,8,0.017,0.006,0.012,NA,75,7.52,0.97,63.64,73.62
ENERO,4,9,0.014,0.007,0.013,NA,102,12.03,1.24,163.61,64.17
ENERO,4,10,0.019,0.007,0.014,NA,102,14.68,1.74,133.38,56.43
ENERO,4,11,0.040,0.045,0.011,NA,96,17.96,1.69,154.68,47.96
ENERO,4,12,0.054,0.076,0.012,NA,119,21.24,1.52,209.85,40.79
ENERO,4,13,0.066,0.038,0.010,NA,77,22.78,2.11,248.28,35.06
ENERO,4,14,0.065,0.013,0.008,NA,43,23.66,1.98,207.38,31.71
ENERO,4,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENERO,4,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENERO,4,17,NA,0.022,0.006,NA,42,25.23,1.84,175.50,22.49
ENERO,4,18,NA,0.016,0.008,NA,103,23.83,1.19,202.13,23.31
ENERO,4,19,NA,0.009,0.024,NA,108,20.03,1.13,259.99,28.97
ENERO,4,20,NA,0.012,0.034,NA,148,17.52,0.97,216.82,32.99
ENERO,4,21,NA,0.010,0.032,NA,261,15.85,0.97,138.82,36.60
ENERO,4,22,NA,0.011,0.031,NA,310,14.38,1.04,133.90,41.51
ENERO,4,23,NA,0.010,0.030,NA,231,13.27,1.90,103.38,47.68
ENERO,5,0,NA,0.009,0.026,NA,147,12.61,2.67,111.63,50.53
ENERO,5,1,NA,0.008,0.020,NA,104,12.14,2.66,116.39,53.34
ENERO,5,2,NA,0.007,0.016,NA,69,11.83,2.58,85.67,56.34
ENERO,5,3,NA,0.006,0.013,NA,64,10.91,2.09,89.74,59.87
ENERO,5,4,NA,0.006,0.017,NA,59,10.18,2.33,112.74,63.98
ENERO,5,5,NA,0.006,0.016,NA,67,9.46,1.86,112.83,68.54
ENERO,5,6,NA,0.006,0.016,NA,89,8.90,1.73,105.58,72.24
ENERO,5,7,NA,0.006,0.016,NA,64,8.96,2.57,89.42,72.80
ENERO,5,8,NA,0.007,0.016,NA,71,8.96,2.27,65.18,74.77
ENERO,5,9,0.014,0.008,0.016,NA,70,11.92,2.66,80.90,67.19
ENERO,5,10,0.021,0.007,0.013,NA,75,15.36,3.16,106.10,53.73
ENERO,5,11,0.041,0.007,0.007,NA,63,19.02,3.82,95.31,41.50
ENERO,5,12,0.047,0.006,0.006,NA,57,21.21,3.83,86.29,34.91
ENERO,5,13,0.056,0.006,0.007,NA,43,23.03,4.37,93.40,29.76
ENERO,5,14,0.060,0.006,0.006,NA,46,24.22,3.97,99.70,27.00
ENERO,5,15,0.058,0.006,0.005,NA,45,25.25,3.52,95.36,22.11
ENERO,5,16,0.058,0.005,0.005,NA,44,25.92,3.08,112.78,20.31
ENERO,5,17,0.062,0.006,0.005,NA,53,25.60,3.18,132.05,21.58
ENERO,5,18,0.061,0.006,0.007,NA,64,24.25,2.53,124.85,24.30
ENERO,5,19,0.038,0.025,0.012,NA,86,21.41,4.42,66.59,27.07
ENERO,5,20,0.033,0.027,0.007,NA,73,19.40,6.00,46.07,29.68
ENERO,5,21,0.028,0.016,0.010,NA,55,17.65,3.96,55.49,38.17
ENERO,5,22,0.032,0.022,0.010,NA,54,16.46,2.98,79.01,40.32
ENERO,5,23,0.027,0.006,0.009,NA,53,14.38,4.15,98.59,49.57
ENERO,6,0,0.027,0.006,0.008,NA,50,13.16,4.25,98.48,52.42
ENERO,6,1,0.037,0.006,0.006,NA,42,12.38,3.93,82.12,54.61
ENERO,6,2,0.039,0.006,0.006,NA,27,12.22,4.04,81.55,55.75
ENERO,6,3,0.029,0.006,0.007,NA,36,10.65,2.33,137.73,58.75
ENERO,6,4,0.023,0.006,0.007,NA,33,8.63,2.29,127.22,66.24
ENERO,6,5,0.027,0.006,0.006,NA,31,8.53,3.17,108.39,68.26
ENERO,6,6,0.025,0.006,0.007,NA,34,8.19,3.03,112.13,70.04
ENERO,6,7,0.021,0.006,0.011,NA,32,7.79,3.19,110.37,71.83
ENERO,6,8,0.018,0.006,0.014,NA,48,8.09,3.31,113.15,71.64
ENERO,6,9,0.018,0.008,0.017,NA,68,10.77,3.28,112.67,64.47
ENERO,6,10,0.030,0.008,0.012,NA,67,13.79,3.66,89.57,54.45
ENERO,6,11,0.036,0.007,0.008,NA,51,17.09,3.70,85.92,42.43
ENERO,6,12,0.043,0.009,0.006,NA,NA,19.56,4.01,98.70,34.06
ENERO,6,13,0.048,0.007,0.005,NA,NA,22.27,2.67,119.04,29.42
ENERO,6,14,0.051,0.007,0.004,NA,14,24.28,2.15,151.01,22.90
ENERO,6,15,0.055,0.009,0.004,NA,17,24.89,2.28,159.40,19.19
ENERO,6,16,0.059,0.014,0.004,NA,30,25.40,2.20,192.40,18.00
ENERO,6,17,0.058,0.009,0.004,NA,32,25.14,1.75,238.85,17.41
ENERO,6,18,0.055,0.008,0.006,NA,42,23.79,1.56,215.66,17.63
ENERO,6,19,0.030,0.008,0.020,NA,78,19.96,1.17,230.30,20.47
ENERO,6,20,0.011,0.008,0.030,NA,125,17.50,0.96,238.20,24.03
ENERO,6,21,0.020,0.023,0.030,NA,173,16.15,1.72,121.71,27.94
ENERO,6,22,0.024,0.030,0.017,NA,129,16.53,2.20,65.47,26.71
ENERO,6,23,0.021,0.008,0.016,NA,71,14.16,1.32,120.23,29.49
ENERO,7,0,0.021,0.005,0.011,NA,62,12.34,2.37,86.85,35.23
ENERO,7,1,0.022,0.005,0.009,NA,38,11.49,2.61,95.33,40.03
ENERO,7,2,0.017,0.005,0.008,NA,34,10.24,2.51,125.37,47.09
ENERO,7,3,0.013,0.005,0.011,NA,40,9.82,2.33,114.94,52.52
ENERO,7,4,0.013,0.005,0.011,NA,42,9.18,2.23,105.77,54.88
ENERO,7,5,0.009,0.005,0.013,NA,54,8.10,1.57,115.34,58.60
ENERO,7,6,0.008,0.005,0.015,NA,60,7.77,2.02,102.79,61.78
ENERO,7,7,0.009,0.005,0.015,NA,56,8.16,2.67,100.73,64.85
ENERO,7,8,0.008,0.006,0.014,NA,74,6.97,1.64,150.27,67.55
ENERO,7,9,0.018,0.006,0.013,NA,100,9.92,2.05,129.43,59.91
ENERO,7,10,0.017,0.007,0.014,NA,102,13.12,3.02,105.84,53.16
ENERO,7,11,0.025,0.006,0.012,NA,86,16.86,2.80,105.88,45.59
ENERO,7,12,0.039,0.006,0.008,NA,59,20.39,2.26,131.72,36.48
ENERO,7,13,0.053,0.006,0.006,NA,49,23.29,1.84,210.43,30.19
ENERO,7,14,0.061,0.009,0.005,NA,48,24.88,1.86,235.68,23.02
ENERO,7,15,0.067,0.017,0.005,NA,45,25.09,2.03,197.13,18.28
ENERO,7,16,0.068,0.010,0.005,NA,47,25.38,2.12,197.95,17.47
ENERO,7,17,0.065,0.005,0.004,NA,45,24.89,2.09,226.26,17.66
ENERO,7,18,0.062,0.005,0.005,NA,44,23.32,2.02,233.86,18.11
ENERO,7,19,0.026,0.005,0.024,NA,87,19.73,1.11,252.92,20.30
ENERO,7,20,0.014,0.006,0.032,NA,123,17.70,1.19,274.75,25.72
ENERO,7,21,0.017,0.007,0.031,NA,128,15.90,0.96,201.06,27.11
ENERO,7,22,0.024,0.008,0.026,NA,216,14.47,1.00,237.73,31.17
ENERO,7,23,0.055,0.007,0.024,NA,257,13.28,1.96,124.80,39.63
ENERO,8,0,0.023,0.006,0.022,NA,150,12.44,1.72,159.47,41.27
ENERO,8,1,0.020,0.006,0.022,NA,123,11.68,1.02,248.03,41.55
ENERO,8,2,0.020,0.006,0.019,NA,126,11.16,1.56,109.31,43.99
ENERO,8,3,0.022,0.005,0.016,NA,78,9.69,1.91,114.83,48.04
ENERO,8,4,0.018,0.005,0.016,NA,64,9.07,1.97,104.31,48.91
ENERO,8,5,0.018,0.005,0.016,NA,66,8.53,1.42,86.84,49.61
ENERO,8,6,0.015,0.005,0.014,NA,56,7.52,1.07,162.40,50.58
ENERO,8,7,0.011,0.005,0.017,NA,58,7.15,1.05,96.24,53.27
ENERO,8,8,0.011,0.005,0.016,NA,63,7.28,1.18,89.58,54.03
ENERO,8,9,0.018,0.006,0.014,NA,69,10.70,2.18,99.39,45.57
ENERO,8,10,0.026,0.008,0.011,NA,77,13.68,3.74,115.69,39.03
ENERO,8,11,0.031,0.008,0.011,NA,74,17.17,3.09,108.81,32.98
ENERO,8,12,0.042,0.008,0.007,NA,52,20.34,3.20,112.42,25.52
ENERO,8,13,0.052,0.007,0.005,NA,36,22.67,2.77,123.56,20.24
ENERO,8,14,0.064,0.006,0.005,NA,53,24.64,2.31,154.29,17.51
ENERO,8,15,0.063,0.005,0.005,NA,43,25.13,2.75,121.07,15.24
ENERO,8,16,0.068,0.005,0.004,NA,43,25.37,2.45,160.83,14.53
ENERO,8,17,0.068,0.005,0.004,NA,38,25.42,1.73,217.47,13.99
ENERO,8,18,0.065,0.005,0.006,NA,44,23.88,1.39,257.18,14.31
ENERO,8,19,0.032,0.006,0.026,NA,65,20.00,1.02,295.19,16.23
ENERO,8,20,0.016,0.007,0.032,NA,122,17.58,1.04,232.95,21.98
ENERO,8,21,0.017,0.067,0.030,NA,122,16.23,1.56,211.88,26.16
ENERO,8,22,0.032,0.061,0.010,NA,80,15.86,3.39,85.28,36.52
ENERO,8,23,NA,0.006,0.006,NA,70,15.14,4.19,86.59,46.62
ENERO,9,0,NA,0.005,0.004,NA,43,13.71,3.46,74.72,55.05
ENERO,9,1,0.029,0.005,0.004,NA,40,12.83,4.48,78.22,63.49
ENERO,9,2,0.031,0.005,0.003,NA,37,12.71,4.68,71.67,66.67
ENERO,9,3,0.033,0.005,0.003,NA,32,11.98,4.16,78.00,69.99
ENERO,9,4,0.037,0.005,0.003,NA,31,11.14,3.30,86.56,72.75
ENERO,9,5,0.030,0.005,0.005,NA,29,10.43,2.77,87.81,74.74
ENERO,9,6,0.019,0.005,0.007,NA,34,9.37,3.18,102.93,78.22
ENERO,9,7,NA,0.005,0.011,NA,39,8.48,2.52,95.28,82.79
ENERO,9,8,NA,0.005,0.014,NA,68,8.30,1.67,108.24,84.42
ENERO,9,9,0.014,0.005,0.014,NA,81,11.17,1.65,100.33,74.82
ENERO,9,10,0.023,0.006,0.008,NA,80,14.16,2.96,86.06,64.50
ENERO,9,11,0.032,0.005,0.006,NA,46,16.59,3.27,93.75,52.64
ENERO,9,12,0.038,0.006,0.007,NA,46,19.31,2.59,113.70,43.86
ENERO,9,13,0.052,0.018,0.007,NA,55,22.20,1.82,214.22,34.90
ENERO,9,14,0.062,0.007,0.006,NA,56,23.27,2.72,270.03,30.88
ENERO,9,15,0.069,0.006,0.004,NA,47,23.62,2.64,246.56,29.23
ENERO,9,16,0.072,0.006,0.005,NA,59,23.85,2.77,273.42,27.69
ENERO,9,17,0.069,0.005,0.005,NA,53,23.92,2.37,265.42,26.77
ENERO,9,18,0.063,0.005,0.007,NA,58,22.54,1.85,253.86,27.49
ENERO,9,19,0.032,0.005,0.023,NA,73,19.92,2.34,274.60,32.55
ENERO,9,20,0.016,0.007,0.030,NA,81,18.24,1.12,217.45,37.25
ENERO,9,21,0.044,0.016,0.034,NA,177,16.27,0.96,148.92,40.06
ENERO,9,22,0.024,0.010,0.029,NA,292,15.09,1.19,211.59,42.72
ENERO,9,23,0.010,0.007,0.027,NA,181,14.26,1.38,242.26,48.26
ENERO,10,0,0.028,0.006,0.025,NA,132,13.94,2.07,227.06,50.72
ENERO,10,1,0.047,0.008,0.025,NA,112,13.35,1.11,141.14,50.88
ENERO,10,2,0.011,0.006,0.024,NA,109,12.52,1.50,128.23,53.71
ENERO,10,3,0.011,0.006,0.024,NA,104,12.05,1.29,115.57,55.95
ENERO,10,4,0.012,0.006,0.022,NA,101,11.21,1.71,93.93,57.86
ENERO,10,5,0.011,0.006,0.019,NA,84,10.48,2.67,108.82,62.72
ENERO,10,6,0.012,0.005,0.018,NA,73,9.91,1.90,70.45,68.65
ENERO,10,7,0.007,0.005,0.017,NA,62,9.32,1.69,98.24,73.60
ENERO,10,8,0.010,0.005,0.014,NA,69,9.11,2.45,102.46,79.78
ENERO,10,9,0.010,0.005,0.013,NA,69,11.48,2.75,89.33,74.24
ENERO,10,10,0.019,0.005,0.009,NA,67,14.70,3.40,99.44,64.20
ENERO,10,11,0.033,0.005,0.006,NA,50,17.58,3.93,91.19,54.18
ENERO,10,12,0.042,0.005,0.005,NA,52,19.39,3.69,101.78,47.54
ENERO,10,13,0.054,0.005,0.005,NA,54,21.30,3.00,105.41,39.81
ENERO,10,14,0.069,0.006,0.005,NA,56,23.34,2.61,150.56,33.19
ENERO,10,15,0.070,0.005,0.004,NA,51,24.37,2.55,119.02,26.01
ENERO,10,16,0.068,0.005,0.005,NA,47,25.18,1.90,177.27,22.83
ENERO,10,17,0.061,0.019,0.006,NA,54,24.51,3.10,158.94,22.59
ENERO,10,18,0.050,0.013,0.009,NA,60,22.00,3.29,184.27,25.85
ENERO,10,19,0.049,0.008,0.012,NA,70,19.26,2.51,183.68,32.48
ENERO,10,20,0.054,0.008,0.014,NA,158,16.47,2.26,153.06,43.09
ENERO,10,21,0.038,0.005,0.016,NA,108,15.34,1.88,85.06,47.57
ENERO,10,22,0.032,0.007,0.015,NA,97,14.94,2.38,117.42,49.47
ENERO,10,23,0.029,0.006,0.014,NA,81,14.21,1.52,145.73,51.07
ENERO,11,0,0.022,0.005,0.016,NA,86,13.97,2.41,90.50,50.53
ENERO,11,1,0.026,0.005,0.010,NA,70,13.86,2.92,107.30,52.53
ENERO,11,2,0.031,0.005,0.008,NA,55,13.93,2.51,102.12,52.31
ENERO,11,3,0.024,0.005,0.012,NA,51,13.16,1.88,106.73,56.50
ENERO,11,4,0.019,0.005,0.014,NA,48,11.72,1.98,134.54,61.31
ENERO,11,5,0.018,0.005,0.015,NA,56,10.89,1.00,140.43,64.74
ENERO,11,6,0.017,0.005,0.020,NA,58,10.08,1.32,86.03,68.46
ENERO,11,7,0.008,0.005,0.021,NA,58,9.70,1.51,93.54,69.35
