DATOS HORARIOS 2020_DIF,,,,,,,,,,,
SEP,21,6,0.0066,0.0124,NA,0.014,84,48,1.99,97.81,14.65
SEP,21,7,0.0017,0.0158,NA,0.0185,78,47,1.83,85.87,14.55
SEP,21,8,0.0039,0.0035,NA,0.0171,80,73,2.6,90.08,15.3
SEP,21,9,0.0078,0.0028,0.64,0.0155,51,13,2.74,89.1,16.45
SEP,21,10,0.0195,0.0038,0.464,0.0116,45,13,3.1,94.47,18.6
SEP,21,11,0.0264,0.0083,0.469,0.0092,34,12,2.84,107.1,20.95
SEP,21,12,0.0322,0.0231,0.471,0.0092,40,9,1.97,147.61,23.13
SEP,21,13,0.0429,0.031,0.291,0.007,45,18,1.63,165.24,25.29
SEP,21,14,0.0556,0.0427,0.394,0.0095,47,24,1.8,135.72,27.05
SEP,21,15,0.0579,0.0396,0.297,0.01,27,29,2.21,125.42,27.63
SEP,21,16,0.0578,0.0207,0.309,0.0083,13,52,2.16,196.18,28.72
SEP,21,17,0.0569,0.0139,0.263,0.0064,34,22,2.18,215.65,28.84
SEP,21,18,0.0529,0.0108,0.277,0.0067,53,12,2.42,240.05,28.09
SEP,21,19,0.0445,0.0077,0.357,0.0095,60,5,2.64,235.06,26.67
SEP,21,20,0.0342,0.0053,0.295,0.0093,77,6,3.17,241.67,24.17
SEP,21,21,0.0298,0.0045,0.278,0.0083,57,17,2.48,255.62,20.33
SEP,21,22,0.0328,0.0059,0.185,0.0057,22,17,2.56,217.46,17.81
SEP,21,23,0.0306,0.0067,0.142,0.0059,13,12,2.47,217.47,17.08
SEP,22,0,0.0286,0.0069,0.138,0.0056,4,9,1.48,179.98,17.03
SEP,22,1,0.0285,0.0062,0.132,0.0043,2,8,1.56,280.1,16.82
SEP,22,2,0.0236,0.0061,0.13,0.0048,15,12,2.01,288.28,16.7
SEP,22,3,0.0228,0.0054,0.131,0.006,14,11,2.19,296.79,16.71
SEP,22,4,0.0251,0.0062,0.131,0.0063,13,10,1.59,269.97,16.59
SEP,22,5,0.0194,0.0066,0.174,0.0095,15,10,0.97,238.7,16.46
SEP,22,6,0.0173,0.0065,0.222,0.0119,23,11,1.56,226.56,16.41
SEP,22,7,0.0133,0.0063,0.445,0.0155,29,15,1.15,241.8,16.3
SEP,22,8,0.0168,0.0052,0.434,0.0143,13,18,1.11,243.37,18.03
SEP,22,9,0.0207,0.0067,0.479,0.0136,18,15,1.46,243.27,19.91
SEP,22,10,0.0316,0.0054,0.372,0.0094,32,19,1.35,171.7,22.21
SEP,22,11,0.0434,0.0053,0.287,0.0059,16,14,1.74,191.85,23.66
SEP,22,12,0.0497,0.0068,0.273,0.006,20,14,1.96,209.46,24.83
SEP,22,13,0.0491,0.0052,0.28,0.0053,16,11,2.44,231.95,26.22
SEP,22,14,0.052,0.0053,0.296,0.0064,22,11,2.45,213.29,27.96
SEP,22,15,0.0533,0.006,0.359,0.0073,26,12,2.84,160.97,28.13
SEP,22,16,0.0583,0.0069,0.284,0.0062,9,13,2.53,204.88,28.74
SEP,22,17,0.0583,0.0062,0.246,0.0049,22,15,3.23,257.3,28.33
SEP,22,18,0.0335,0.0066,0.275,0.009,55,13,4.45,294.09,23.76
SEP,22,19,0.0293,0.0045,0.256,0.0078,37,11,3,259.37,22.15
SEP,22,20,0.0245,0.0097,0.411,0.0118,22,12,2.1,103.96,22.63
SEP,22,21,0.0279,0.0242,0.271,0.0095,41,15,3.88,95.69,19.96
SEP,22,22,0.0273,0.0106,0.242,0.0091,19,20,1.8,109.97,18.98
SEP,22,23,0.0266,0.0133,0.2,0.0093,39,17,1.39,102.08,18.91
SEP,23,0,0.0131,0.0143,0.213,0.0148,31,25,1.25,262.39,18.39
SEP,23,1,0.0096,0.0129,0.216,0.0167,36,25,1.21,237.86,17.97
SEP,23,2,0.0175,0.0163,0.177,0.0098,33,24,0.65,203.46,17.88
SEP,23,3,0.0042,0.0096,0.175,0.0192,33,25,1.46,115.36,17.4
SEP,23,4,0.0057,0.0192,0.162,0.0189,20,18,1.67,149.9,17
SEP,23,5,0.0118,0.0213,0.235,0.0128,33,15,1.57,125,16.48
SEP,23,6,0.0071,0.0089,0.319,0.0165,25,25,1.04,154.52,16.07
SEP,23,7,NA,0.0077,0.739,0.0213,34,16,1.27,113.66,15.92
SEP,23,8,0.009,0.0153,0.506,0.0171,39,22,1.1,86.18,17.09
SEP,23,9,0.0159,0.0119,0.547,0.0153,41,34,1.23,139.26,19.56
SEP,23,10,0.0286,0.0093,0.332,0.0105,36,20,1.45,177.19,21.43
SEP,23,11,0.0364,0.0105,0.292,0.0086,31,17,2.13,242.75,22.73
SEP,23,12,0.0423,0.0082,0.241,0.0046,22,8,2.21,231.87,24.03
SEP,23,13,0.0455,0.0071,0.23,0.0045,13,10,2.38,243.9,25.7
SEP,23,14,0.0469,0.0069,0.205,0.0038,29,10,2.41,240.05,27.5
SEP,23,15,0.0507,0.0056,0.226,0.0041,14,10,2.44,220.77,27.88
SEP,23,16,0.0534,0.0057,0.185,0.0042,9,9,2.55,259.11,29.01
SEP,23,17,0.0478,0.0058,0.227,0.0059,19,8,3.93,103.48,27.61
SEP,23,18,0.0461,0.006,0.179,0.0045,30,16,2.67,211.46,27.6
SEP,23,19,0.0393,0.0058,0.292,0.008,34,11,1.26,285.1,26.09
SEP,23,20,0.0096,0.0053,0.757,0.0294,42,11,1.08,256.31,24.75
SEP,23,21,0.0244,0.0048,0.299,0.0138,61,24,2.77,232.63,22.19
SEP,23,22,0.033,0.0039,0.166,0.0075,24,18,2.54,221.42,20.65
SEP,23,23,0.0227,0.0105,0.219,0.0128,14,15,1.63,114.25,20.66
SEP,24,0,0.0206,0.0116,0.199,0.0117,34,17,1.68,135.27,19.89
SEP,24,1,0.0133,0.0201,0.221,0.0158,31,18,2.39,102.64,19.29
SEP,24,2,0.0082,0.0251,0.209,0.0152,47,23,1.97,90.5,18.3
SEP,24,3,0.0069,0.0224,0.181,0.0165,39,28,2.14,96.46,18.03
SEP,24,4,0.0065,0.0109,0.152,0.0152,26,21,2.04,91.61,17.35
SEP,24,5,0.0014,0.0195,0.189,0.0188,31,17,1.43,86.06,16.46
SEP,24,6,0.0007,0.013,0.387,0.018,46,24,1.35,79.12,16.11
SEP,24,7,0.0008,0.0128,0.514,0.0183,53,23,1.61,98.69,15.9
SEP,24,8,0.0027,0.0106,0.824,0.018,62,21,1.46,98.75,16.95
SEP,24,9,0.0105,0.0298,0.533,0.0168,66,29,1.95,98.42,18.61
SEP,24,10,0.0214,0.0336,0.425,0.0123,63,34,2.22,95.1,21.14
SEP,24,11,0.0352,0.0162,0.325,0.0079,42,31,2.46,95.33,23.24
SEP,24,12,0.0418,0.0136,0.316,0.0075,42,20,2.39,104.33,25.09
SEP,24,13,0.0435,0.0093,0.333,0.0069,35,19,2.82,134.22,26.6
SEP,24,14,0.0433,0.0113,0.242,0.0064,24,14,2.81,135.33,28.05
SEP,24,15,0.0446,0.0111,0.199,0.0046,12,14,3.01,130.85,28.55
SEP,24,16,0.0462,0.0116,NA,0.0045,9,14,2.47,182.6,29.2
SEP,24,17,0.046,0.008,NA,0.0039,21,12,1.93,150.25,28.63
SEP,24,18,0.0443,0.0065,NA,0.0036,28,11,1.93,297.08,27.69
SEP,24,19,0.0215,0.007,0.354,0.0191,54,11,1.73,264.68,26.01
SEP,24,20,0.0248,0.008,0.406,0.0178,107,17,2.01,172.44,24.52
SEP,24,21,0.0251,0.0114,0.36,0.0134,45,24,2.36,71.57,24.31
SEP,24,22,0.0206,0.012,0.255,0.0111,47,23,1.77,119.25,22.2
SEP,24,23,0.0219,0.0163,0.188,0.01,39,12,2.79,118.02,21.44
SEP,25,0,0.0301,0.0073,0.141,0.0069,30,22,2.61,95.81,20.27
SEP,25,1,0.021,0.0072,NA,0.0069,20,20,2.57,92.36,20.21
SEP,25,2,0.0198,0.0121,NA,0.0063,24,13,2.57,104.62,19.35
SEP,25,3,0.0189,0.0125,NA,0.0064,27,17,2.6,95.95,19.2
SEP,25,4,0.016,0.0076,NA,0.0082,24,16,1.94,104.2,19.02
SEP,25,5,0.0148,0.0058,NA,0.0095,22,16,1.75,110.35,19.07
SEP,25,6,0.0087,0.0155,0.314,0.0148,39,15,1.88,160.15,18.81
SEP,25,7,0.0051,0.0091,0.488,0.0209,59,25,1.27,169.31,18.33
SEP,25,8,0.0083,0.0144,0.49,0.0163,56,21,1.46,82.92,18.88
SEP,25,9,0.0137,0.0061,0.525,0.0121,69,23,2.04,91.43,19.99
SEP,25,10,0.0207,0.0108,0.44,0.0117,49,20,1.77,128.25,21.49
SEP,25,11,0.0263,0.008,0.465,0.0109,45,25,2.09,128.26,22.78
SEP,25,12,0.0398,0.0057,0.329,0.0078,34,28,2.04,151.58,24.32
SEP,25,13,0.0482,0.006,0.322,0.0078,30,23,2.15,177.84,25.81
SEP,25,14,0.0506,0.0082,0.257,0.0067,48,19,2.63,100.93,27.2
SEP,25,15,0.0513,0.0048,0.276,0.0074,27,19,2.92,109.65,28.08
SEP,25,16,0.0526,0.0118,NA,0.0062,22,11,2.43,152.44,28.66
SEP,25,17,0.0477,0.0112,0.263,0.0087,26,21,2.75,112.56,28.79
SEP,25,18,0.0445,0.0095,0.237,0.0073,37,12,2.74,66.87,28.62
SEP,25,19,0.0335,0.014,0.5,0.0165,63,12,3.3,90.06,25.53
SEP,25,20,0.0241,0.0084,0.6,0.0196,93,25,2.79,105.35,23.84
SEP,25,21,0.0181,0.0233,0.523,0.0201,73,30,2.56,126.03,23.09
SEP,25,22,0.0135,0.012,0.338,0.0164,70,37,3.01,93.93,21.87
SEP,25,23,0.0156,0.0064,0.18,0.011,44,29,3.32,92.68,20.52
SEP,26,0,0.0131,0.0073,0.171,0.0112,34,18,2.26,114.75,19.59
SEP,26,1,0.012,0.0086,0.134,0.0113,24,15,2.06,112.75,18.99
SEP,26,2,0.0138,0.0127,NA,0.0096,31,20,1.78,117.89,18.23
SEP,26,3,0.0111,0.0407,NA,0.0111,39,23,1.83,112.37,17.71
SEP,26,4,0.0051,0.0366,0.131,0.0154,59,29,1.56,77.95,16.9
SEP,26,5,0.0059,0.0113,0.161,0.0151,39,30,1.41,93.81,16.66
SEP,26,6,0.0014,0.01,0.246,0.0184,37,23,1.4,91.98,15.93
SEP,26,7,0.0011,0.008,0.415,0.0185,57,21,1.73,94.79,15.28
SEP,26,8,0.0034,0.0112,0.518,0.0163,53,21,2.12,79.93,15.61
SEP,26,9,0.0082,0.0237,0.633,0.0181,91,27,2.33,103.19,17.65
SEP,26,10,0.022,0.0234,0.396,0.0123,121,79,2.49,108.38,20.52
SEP,26,11,0.0376,0.0175,0.295,0.0087,50,37,1.84,105.66,22.85
SEP,26,12,0.0474,0.0113,0.272,0.0074,40,35,1.89,136.48,24.62
SEP,26,13,0.0514,0.0103,0.211,0.0068,41,21,1.96,139.39,26.3
SEP,26,14,0.0576,0.0117,0.262,0.0071,41,20,2.45,133.73,27.61
SEP,26,15,0.0572,0.0099,0.206,0.0057,25,25,2.13,131.14,28.15
SEP,26,16,0.046,0.0096,0.244,0.0072,19,19,2.81,99.45,28.73
SEP,26,17,0.0456,0.0083,NA,0.004,16,12,2.6,100.89,29.29
SEP,26,18,0.0465,0.0065,NA,0.0051,25,10,2.55,82.08,29.13
SEP,26,19,0.0358,0.0103,0.416,0.0126,47,8,2.43,105.9,27.78
SEP,26,20,0.0267,0.0202,0.487,0.0162,67,10,2.53,72.37,26.26
SEP,26,21,0.0241,0.0143,0.419,0.0147,53,25,2.46,93.35,24.6
SEP,26,22,0.0257,0.0067,0.211,0.0093,38,19,2.48,94.43,22.95
SEP,26,23,0.0202,0.0158,0.244,0.012,39,10,2.11,149.02,21.95
SEP,27,0,0.0189,0.0165,0.173,0.011,40,13,1.86,108.69,21.08
SEP,27,1,0.0158,0.0111,0.184,0.0116,39,19,1.37,74.87,20.44
SEP,27,2,0.0139,0.0068,0.171,0.0123,36,17,1.28,109.32,19.73
SEP,27,3,0.0055,0.008,0.209,0.0176,34,15,1.01,183.12,18.81
SEP,27,4,0.0087,0.0087,0.136,0.016,35,16,1.06,112.75,17.76
SEP,27,5,0.0083,0.0093,NA,0.0125,39,16,1.26,94.53,16.81
SEP,27,6,0.006,0.0121,NA,0.0147,36,20,1.53,110.73,15.59
SEP,27,7,0.0039,0.0412,0.261,0.0162,47,17,1.46,89.32,15.19
SEP,27,8,0.0063,0.0327,0.418,0.0155,64,35,1.56,83.96,16.28
SEP,27,9,0.0121,0.0071,0.382,0.0129,71,44,2.2,88.89,18.32
SEP,27,10,0.0254,0.0128,0.391,0.0106,40,15,2.01,111.39,21.61
SEP,27,11,0.0371,0.0091,0.287,0.0081,47,17,1.83,186.72,23.84
SEP,27,12,0.0463,0.0074,NA,0.0063,33,17,1.73,182.19,25.81
SEP,27,13,0.0458,0.007,0.234,0.0063,18,1,2.34,151.5,27.14
SEP,27,14,0.0488,0.0147,NA,0.0057,18,6,2.41,137.59,28.41
SEP,27,15,0.048,0.0121,NA,0.0068,14,10,2.09,165.95,29.71
SEP,27,16,0.0509,0.0105,NA,0.0045,6,8,2.53,204.41,30.45
SEP,27,17,0.0492,0.0056,NA,0.0034,6,9,2.37,191.88,30.83
SEP,27,18,0.0496,0.0057,NA,0.0038,17,16,2.94,150.49,30.17
SEP,27,19,0.0356,0.0116,0.28,0.0099,46,8,2.47,78.38,28.53
SEP,27,20,0.0265,0.0096,0.448,0.0175,102,9,1.77,152.1,27.04
SEP,27,21,0.0246,0.0135,0.423,0.0156,59,13,2.23,98.38,26.06
SEP,27,22,0.0212,0.0146,0.298,0.0147,52,20,2.08,83.63,24.27
SEP,27,23,0.0217,0.0084,0.194,0.0137,55,19,1.97,122.71,23.4
SEP,28,0,0.0238,0.0091,NA,0.0131,43,14,1.72,184.37,21.35
SEP,28,1,0.0271,0.0065,NA,0.0105,30,18,1.26,145.68,20.85
SEP,28,2,0.0307,0.0058,NA,0.007,25,16,1.41,213.61,20.04
SEP,28,3,0.0084,0.0082,NA,0.0174,33,17,1.16,137.02,18.96
SEP,28,4,0.0255,0.0057,NA,0.0066,26,22,1.42,213.62,18.49
SEP,28,5,0.0205,0.0053,NA,0.0076,27,18,1.23,217.49,17.91
SEP,28,6,0.0033,0.0068,0.32,0.0191,32,15,1.4,125.96,17.37
SEP,28,7,NA,0.0143,0.426,0.0197,93,24,1.7,95.35,16.69
SEP,28,8,0.0043,0.0841,0.5,0.0196,115,36,2.3,83.05,16.95
SEP,28,9,0.0133,0.0311,0.406,0.0161,97,61,2.31,99.34,19.3
SEP,28,10,0.0305,0.0191,0.281,0.0099,73,39,1.5,137.53,22.43
SEP,28,11,0.0431,0.0309,0.27,0.0098,53,28,1.57,149.47,24.65
SEP,28,12,0.0496,0.0174,NA,0.0073,53,29,2.19,145.57,26.14
SEP,28,13,0.049,0.0118,NA,0.0078,38,21,2.46,123.24,28.08
SEP,28,14,0.0493,0.0087,NA,0.0076,25,14,3.11,117.41,29.45
SEP,28,15,0.0442,0.0072,NA,0.0058,39,14,4.84,63.74,30.18
SEP,28,16,0.0411,0.012,NA,0.006,63,13,5.47,48.68,30.37
SEP,28,17,0.0395,0.0098,NA,0.0063,107,11,5.33,49,29.91
SEP,28,18,0.0349,0.0042,NA,0.0066,21,9,5.77,43.7,28.8
SEP,28,19,0.0279,0.0045,NA,0.008,32,6,4.53,38.79,26.94
SEP,28,20,0.0242,0.0498,NA,0.0089,40,7,4.47,48.07,25.31
SEP,28,21,0.0279,0.034,NA,0.0059,44,11,5.43,48.7,23.52
SEP,28,22,0.0313,0.0313,NA,0.0043,46,12,6.25,52.24,21.44
SEP,28,23,0.0293,0.0598,NA,0.0055,43,11,5.2,57.52,20.74
SEP,29,0,0.0282,0.024,NA,0.0053,30,20,4.28,81.65,19.74
SEP,29,1,0.0256,0.0067,NA,0.0052,9,15,3.27,100.15,18.31
SEP,29,2,0.0258,0.0043,NA,0.0038,16,15,2.91,95.55,17.52
SEP,29,3,0.0233,0.0038,NA,0.005,12,11,3.33,95.84,17.37
SEP,29,4,0.021,0.0045,NA,0.0053,15,10,2.41,82.69,17.1
SEP,29,5,0.0181,0.0043,NA,0.0068,19,25,2.65,88.71,16.7
SEP,29,6,0.0102,0.0037,NA,0.0123,25,20,1.95,99.29,16.44
SEP,29,7,0.0075,0.0081,NA,0.0155,45,11,2.19,118.62,16.64
SEP,29,8,0.0064,0.0059,NA,0.0162,43,18,3.08,107,17.02
SEP,29,9,0.0079,NA,NA,0.0152,62,11,3.35,99.03,17.7
SEP,29,10,0.0196,0.003,NA,0.0086,38,27,4.54,86.42,18.94
SEP,29,11,0.0274,NA,NA,0.007,54,8,5.96,86.67,20.23
SEP,29,12,0.0312,0.0049,NA,0.0078,67,9,5.91,91.35,20.53
SEP,29,13,0.0338,0.0049,NA,0.0073,80,10,6.59,86.99,21.04
SEP,29,14,0.0339,0.0057,NA,0.0078,72,12,6.05,85.94,20.84
SEP,29,15,0.035,0.0078,NA,0.007,43,19,6.24,77.89,21.28
SEP,29,16,0.0352,0.0065,NA,0.0065,41,13,6.01,84.82,21.68
SEP,29,17,0.0336,0.0044,NA,0.0071,55,10,6.03,86.22,20.65
SEP,29,18,0.0297,0.0041,NA,0.0081,54,7,5.37,87.17,19.54
SEP,29,19,0.0281,0.0048,NA,0.0075,55,9,5.1,76.76,18.58
SEP,29,20,0.0256,0.0053,NA,0.0091,49,11,4.52,68.91,17.46
SEP,29,21,0.0261,0.0031,NA,0.0073,31,10,3.95,70.94,16.63
SEP,29,22,0.0246,0.0056,NA,0.0075,31,10,4.64,68.04,15.45
SEP,29,23,0.0247,0.0058,NA,0.0076,25,9,4.17,79.81,14.52
SEP,30,0,0.0265,0.0042,NA,0.0058,19,12,4.45,74.39,14.06
SEP,30,1,0.026,0.0041,NA,0.0053,9,10,3.67,65.26,13.79
SEP,30,2,0.0259,0.0029,NA,0.0045,15,5,4.24,69.87,13.37
SEP,30,3,0.0249,0.0059,NA,0.0045,15,6,3.74,73.18,12.61
SEP,30,4,0.0213,0.0039,NA,0.0077,13,7,3.13,87.93,12.26
SEP,30,5,0.018,0.0026,NA,0.0087,21,6,2.83,99.69,11.28
SEP,30,6,0.0185,0.0018,NA,0.008,23,6,3.28,78.81,11.03
SEP,30,7,0.0116,0.0091,NA,0.0133,30,7,2.74,94.38,10.37
SEP,30,8,0.0129,0.0192,NA,0.0149,59,9,2.48,85.66,11.24
SEP,30,9,0.022,0.0068,NA,0.0103,52,21,3.57,85.04,14.66
SEP,30,10,0.0302,0.0031,NA,0.0074,44,24,5.22,80.28,16.76
SEP,30,11,0.0355,0.0025,NA,0.007,33,7,4.57,74.87,18.88
SEP,30,12,0.0396,0.0018,NA,0.0065,22,7,4.25,67.73,20.49
SEP,30,13,0.0425,0.0026,NA,0.007,22,3,3.95,78.38,22.08
SEP,30,14,0.0446,0.0027,NA,0.0072,22,4,4.06,75.2,23.54
SEP,30,15,0.0442,0.0035,NA,0.0065,33,7,3.46,93.82,25.18
SEP,30,16,0.0447,0.0043,NA,0.0063,27,5,2.75,98.95,26.26
SEP,30,17,0.0468,0.0047,NA,0.0066,26,6,2.15,129.92,26.54
SEP,30,18,0.044,0.0043,NA,0.0087,33,5,2.43,113.31,25.85
SEP,30,19,0.0349,0.0017,NA,0.0106,58,6,3.48,56.96,24.33
SEP,30,20,0.032,0.0033,NA,0.0116,89,7,3.38,44.49,22.63
SEP,30,21,0.0294,0.0375,NA,0.0113,33,9,3.24,65.14,21.17
SEP,30,22,0.0232,0.0159,NA,0.0131,44,13,2.42,94.09,19.35
SEP,30,23,0.0212,0.0078,NA,0.0102,45,14,3.06,89.67,17.08
