DATOS MÓVILES 2019_DIF,,,,,,,,
,,,,,,,,
,,,,,,,,
MES,DIA,HORA,MO3,MSO2,MCO,NO2,MPM10,MPM2.5
MZO,1,0,28.17,4.33,0.190,20.23,48,18
MZO,1,1,21.71,4.01,0.186,24.86,46,18
MZO,1,2,16.79,3.91,0.186,12.77,45,18
MZO,1,3,13.63,3.88,0.194,12.17,45,17
MZO,1,4,12.05,3.89,NA,12.72,44,17
MZO,1,5,10.04,4.02,NA,17.87,44,17
MZO,1,6,8.88,4.11,NA,24.47,44,17
MZO,1,7,9.37,4.13,NA,25.36,44,17
MZO,1,8,NA,4.05,NA,25.04,42,17
MZO,1,9,NA,3.03,NA,23.42,42,17
MZO,1,10,NA,3.38,NA,27.42,42,16
MZO,1,11,NA,3.47,0.371,15.00,42,17
MZO,1,12,NA,3.51,0.371,5.04,41,16
MZO,1,13,NA,3.57,0.371,4.19,42,17
MZO,1,14,32.90,3.59,NA,1.87,42,17
MZO,1,15,33.25,3.60,NA,0.30,42,17
MZO,1,16,33.94,3.60,NA,0.30,42,17
MZO,1,17,38.27,3.59,NA,0.33,42,17
MZO,1,18,41.44,3.59,NA,1.57,41,17
MZO,1,19,41.62,3.60,NA,8.93,41,17
MZO,1,20,37.81,3.64,NA,24.88,41,17
MZO,1,21,33.64,3.66,NA,17.66,42,18
MZO,1,22,29.59,3.66,NA,14.72,42,18
MZO,1,23,26.05,3.67,NA,16.62,42,18
MZO,2,0,22.54,3.64,NA,10.85,41,18
MZO,2,1,17.55,3.65,0.229,21.10,42,18
MZO,2,2,13.26,3.64,0.229,16.29,42,18
MZO,2,3,10.68,3.62,NA,9.95,42,18
MZO,2,4,9.22,3.61,NA,15.05,42,18
MZO,2,5,6.82,3.51,NA,17.39,42,18
MZO,2,6,5.92,3.53,NA,17.33,42,18
MZO,2,7,5.74,3.73,NA,19.25,42,18
MZO,2,8,NA,3.36,NA,21.52,42,18
MZO,2,9,NA,3.20,NA,23.93,43,18
MZO,2,10,NA,2.84,NA,24.29,44,18
MZO,2,11,NA,2.64,NA,6.36,44,18
MZO,2,12,NA,2.60,NA,3.12,44,18
MZO,2,13,NA,2.55,NA,1.30,44,18
MZO,2,14,32.21,2.54,NA,1.93,44,18
MZO,2,15,35.08,2.54,NA,0.92,44,18
MZO,2,16,37.00,2.53,NA,2.05,44,19
MZO,2,17,43.68,2.53,NA,0.63,45,19
MZO,2,18,47.98,2.53,NA,1.28,45,18
MZO,2,19,49.61,2.52,NA,6.69,45,18
MZO,2,20,46.21,2.49,NA,32.30,45,18
MZO,2,21,43.48,2.49,NA,25.25,46,18
MZO,2,22,40.47,2.49,NA,16.86,46,18
MZO,2,23,36.46,2.48,NA,15.35,47,19
MZO,3,0,32.51,2.50,NA,14.24,47,19
MZO,3,1,27.24,2.47,0.231,17.69,48,20
MZO,3,2,22.32,2.46,0.231,15.62,48,20
MZO,3,3,18.55,2.45,0.231,11.94,48,20
MZO,3,4,17.58,2.44,NA,15.25,49,20
MZO,3,5,16.72,2.42,NA,9.12,49,20
MZO,3,6,15.09,2.31,NA,12.50,48,20
MZO,3,7,13.24,2.05,NA,18.29,48,20
MZO,3,8,11.05,1.85,NA,23.55,46,20
MZO,3,9,10.16,1.73,NA,25.18,45,20
MZO,3,10,11.33,1.46,NA,11.11,43,20
MZO,3,11,13.35,1.39,NA,2.33,41,19
MZO,3,12,16.68,1.33,NA,0.30,40,19
MZO,3,13,20.50,1.31,NA,0.30,40,18
MZO,3,14,25.25,1.30,NA,0.30,40,18
MZO,3,15,30.88,1.29,NA,0.71,43,18
MZO,3,16,37.65,1.29,NA,1.32,44,18
MZO,3,17,44.11,1.29,NA,1.06,44,18
MZO,3,18,48.33,1.29,NA,0.30,44,18
MZO,3,19,49.47,1.29,NA,5.51,44,19
MZO,3,20,48.55,1.29,NA,12.07,44,19
MZO,3,21,47.43,1.29,NA,13.00,42,19
MZO,3,22,45.12,1.30,NA,14.12,42,19
MZO,3,23,40.13,1.34,NA,32.17,43,19
MZO,4,0,33.64,1.37,NA,36.29,45,19
MZO,4,1,26.65,1.66,0.292,33.07,46,20
MZO,4,2,19.94,1.90,0.292,23.80,46,20
MZO,4,3,15.00,2.21,0.292,23.74,47,20
MZO,4,4,11.35,3.23,0.268,26.21,47,20
MZO,4,5,7.58,4.85,0.262,34.93,49,20
MZO,4,6,3.66,5.85,0.257,32.04,52,21
MZO,4,7,NA,6.47,0.232,31.64,54,23
MZO,4,8,NA,7.06,0.279,32.12,58,23
MZO,4,9,NA,7.24,0.363,21.87,60,24
MZO,4,10,NA,7.35,0.361,12.74,62,25
MZO,4,11,NA,7.55,0.359,14.99,64,26
MZO,4,12,NA,7.65,0.361,6.67,65,27
MZO,4,13,NA,7.70,0.387,1.53,66,28
MZO,4,14,36.51,7.73,0.430,1.54,67,28
MZO,4,15,39.47,7.76,NA,1.01,64,28
MZO,4,16,41.82,7.77,NA,0.62,64,28
MZO,4,17,47.50,7.77,NA,1.07,64,28
MZO,4,18,51.36,7.77,NA,1.05,64,28
MZO,4,19,52.95,7.78,NA,7.92,65,28
MZO,4,20,49.06,7.80,NA,19.40,66,28
MZO,4,21,44.36,7.80,NA,19.45,67,28
MZO,4,22,42.24,7.79,NA,4.97,67,28
MZO,4,23,38.27,7.75,NA,8.47,66,28
MZO,5,0,33.10,7.72,NA,13.51,64,27
MZO,5,1,27.16,7.44,NA,19.54,63,27
MZO,5,2,21.90,7.23,NA,16.77,62,26
MZO,5,3,18.81,6.94,NA,7.57,61,26
MZO,5,4,18.07,5.92,NA,11.63,61,26
MZO,5,5,17.13,4.31,NA,15.53,58,26
MZO,5,6,13.35,3.31,NA,23.98,56,25
MZO,5,7,11.63,2.70,NA,25.92,54,23
MZO,5,8,10.74,2.15,NA,24.83,52,23
MZO,5,9,9.55,2.10,NA,25.88,51,23
MZO,5,10,8.83,2.08,NA,24.82,50,22
MZO,5,11,11.21,2.67,NA,12.19,50,22
MZO,5,12,17.40,3.58,0.499,11.93,50,22
MZO,5,13,26.14,3.79,0.445,6.61,51,22
MZO,5,14,34.68,3.82,0.445,0.89,51,22
MZO,5,15,37.12,3.83,0.483,0.30,51,23
MZO,5,16,38.79,3.83,NA,0.44,51,23
MZO,5,17,44.87,3.85,NA,0.30,51,23
MZO,5,18,50.09,3.87,NA,0.30,51,23
MZO,5,19,51.04,3.88,NA,5.19,50,23
MZO,5,20,45.74,3.89,NA,37.28,50,23
MZO,5,21,38.22,3.92,NA,38.21,52,23
MZO,5,22,33.48,3.93,NA,5.74,55,24
MZO,5,23,28.60,3.93,NA,3.70,57,24
MZO,6,0,24.01,3.92,NA,2.28,57,23
MZO,6,1,19.32,3.89,NA,2.49,57,23
MZO,6,2,14.41,3.85,NA,2.80,56,22
MZO,6,3,10.40,3.83,NA,3.19,57,22
MZO,6,4,10.55,3.81,NA,3.98,56,21
MZO,6,5,11.63,3.79,NA,2.90,56,21
MZO,6,6,10.92,3.77,NA,2.86,55,20
MZO,6,7,10.16,3.73,NA,6.35,54,20
MZO,6,8,9.59,3.66,NA,7.76,52,19
MZO,6,9,9.56,3.47,NA,5.15,49,18
MZO,6,10,10.43,3.36,NA,4.18,48,17
MZO,6,11,11.96,2.57,NA,4.57,46,15
MZO,6,12,15.06,1.60,NA,4.75,46,14
MZO,6,13,19.97,1.66,0.156,6.11,45,13
MZO,6,14,26.17,1.69,0.156,6.07,45,13
MZO,6,15,33.61,1.73,0.156,4.29,45,14
MZO,6,16,40.52,1.77,NA,1.58,46,14
MZO,6,17,46.01,1.79,NA,0.49,45,15
MZO,6,18,50.86,1.82,NA,0.30,46,15
MZO,6,19,54.41,1.86,NA,7.24,47,15
MZO,6,20,52.32,1.87,NA,33.51,47,15
MZO,6,21,49.95,1.82,NA,5.99,46,15
MZO,6,22,45.61,1.81,NA,8.52,42,14
MZO,6,23,38.94,1.81,NA,18.37,41,14
MZO,7,0,32.90,1.80,NA,14.70,41,15
MZO,7,1,26.71,1.83,NA,21.05,42,15
MZO,7,2,22.48,1.90,NA,27.02,43,16
MZO,7,3,16.50,1.99,NA,20.81,42,16
MZO,7,4,15.34,2.01,NA,15.85,43,17
MZO,7,5,11.68,2.09,NA,24.75,45,18
MZO,7,6,8.47,2.28,NA,28.82,46,19
MZO,7,7,7.75,2.43,NA,26.15,48,20
MZO,7,8,5.54,2.71,NA,27.36,50,22
MZO,7,9,5.26,3.19,NA,25.11,54,24
MZO,7,10,7.81,3.62,NA,19.29,56,25
MZO,7,11,11.95,3.75,0.435,11.48,58,26
MZO,7,12,17.91,3.81,0.435,7.12,58,27
MZO,7,13,25.38,3.54,0.435,1.46,58,28
MZO,7,14,33.56,3.47,NA,1.02,58,27
MZO,7,15,37.83,3.44,NA,1.20,58,27
MZO,7,16,45.80,3.43,NA,0.61,58,26
MZO,7,17,53.11,3.43,NA,0.30,59,26
MZO,7,18,58.05,3.42,NA,0.43,60,26
MZO,7,19,58.82,3.39,NA,15.13,58,26
MZO,7,20,55.21,3.39,NA,30.02,56,26
MZO,7,21,51.91,3.41,NA,20.13,54,26
MZO,7,22,48.80,3.43,NA,8.74,53,27
MZO,7,23,42.49,3.57,NA,22.94,52,27
MZO,8,0,35.73,3.72,0.295,28.10,51,28
MZO,8,1,28.17,3.90,0.295,32.05,50,29
MZO,8,2,22.41,3.98,0.295,18.99,49,30
MZO,8,3,20.25,3.90,NA,4.73,49,30
MZO,8,4,20.57,3.89,NA,4.06,49,30
MZO,8,5,18.68,3.80,NA,10.70,49,30
MZO,8,6,16.61,3.61,NA,9.48,49,29
MZO,8,7,15.04,3.48,NA,21.10,47,28
MZO,8,8,13.63,3.24,NA,23.63,46,27
MZO,8,9,14.13,2.84,NA,30.62,42,26
MZO,8,10,15.02,2.54,NA,27.65,40,26
MZO,8,11,16.50,2.44,NA,6.97,37,26
MZO,8,12,19.16,2.36,NA,1.64,NA,25
MZO,8,13,23.37,2.33,NA,0.68,NA,25
MZO,8,14,27.27,2.34,NA,0.77,NA,25
MZO,8,15,32.68,2.35,NA,1.26,NA,25
MZO,8,16,38.55,2.33,NA,1.64,NA,24
MZO,8,17,44.96,2.33,NA,0.87,NA,24
MZO,8,18,48.81,2.33,NA,1.28,NA,24
MZO,8,19,49.67,2.35,NA,9.42,NA,24
MZO,8,20,47.09,2.37,NA,22.59,NA,24
MZO,8,21,43.41,2.42,NA,22.86,NA,24
MZO,8,22,40.83,2.43,NA,11.91,NA,24
MZO,8,23,38.20,2.31,NA,7.09,NA,24
MZO,9,0,35.11,2.19,NA,7.70,NA,24
MZO,9,1,29.64,2.01,NA,16.12,NA,23
MZO,9,2,25.22,1.86,NA,8.71,NA,22
MZO,9,3,21.89,1.86,NA,5.11,NA,22
MZO,9,4,21.00,1.86,NA,3.76,NA,22
MZO,9,5,20.42,1.86,NA,5.22,NA,21
MZO,9,6,18.54,1.86,NA,6.63,NA,21
MZO,9,7,15.35,1.85,NA,18.47,NA,21
MZO,9,8,13.52,1.85,NA,22.47,NA,21
MZO,9,9,14.10,1.83,NA,20.79,NA,21
MZO,9,10,16.33,1.70,NA,4.09,NA,20
MZO,9,11,19.58,1.66,NA,1.26,NA,19
MZO,9,12,23.74,1.64,NA,1.34,NA,19
MZO,9,13,28.28,1.63,NA,0.37,NA,19
MZO,9,14,32.87,1.62,NA,0.69,NA,19
MZO,9,15,38.65,1.58,NA,0.55,NA,19
MZO,9,16,44.01,1.56,NA,1.57,NA,20
MZO,9,17,48.26,1.54,NA,1.23,NA,20
MZO,9,18,50.03,1.52,NA,1.20,NA,19
MZO,9,19,50.42,1.53,NA,6.61,28,20
MZO,9,20,46.52,1.49,NA,29.79,30,20
MZO,9,21,41.95,1.45,NA,28.52,33,19
MZO,9,22,38.10,1.42,NA,20.59,35,19
MZO,9,23,35.10,1.40,NA,13.45,37,19
MZO,10,0,30.75,1.39,NA,17.64,40,21
MZO,10,1,26.55,1.37,0.287,17.81,42,22
MZO,10,2,23.50,1.38,0.287,9.91,44,22
MZO,10,3,20.21,1.38,0.287,9.10,46,21
MZO,10,4,20.06,1.39,NA,7.33,45,21
MZO,10,5,20.24,1.39,NA,9.68,46,22
MZO,10,6,18.10,1.40,NA,21.50,46,22
MZO,10,7,15.73,1.44,NA,20.81,48,22
MZO,10,8,13.82,1.45,NA,20.97,49,23
MZO,10,9,13.17,1.42,NA,18.30,50,23
MZO,10,10,13.52,1.46,NA,11.77,50,23
MZO,10,11,16.30,1.51,NA,4.87,49,23
MZO,10,12,20.27,1.51,NA,4.35,48,24
MZO,10,13,24.57,1.50,NA,0.83,47,23
MZO,10,14,30.22,1.48,NA,0.35,47,23
MZO,10,15,35.72,1.47,NA,0.48,46,23
MZO,10,16,41.90,1.46,NA,0.32,45,22
MZO,10,17,46.90,1.43,NA,0.30,44,22
MZO,10,18,49.79,1.42,NA,0.30,43,22
MZO,10,19,49.50,1.36,NA,0.30,42,22
MZO,10,20,45.14,1.34,NA,20.89,42,22
MZO,10,21,39.21,1.36,NA,31.32,42,21
MZO,10,22,35.12,1.35,NA,19.20,42,21
MZO,10,23,29.29,1.38,NA,28.22,42,21
MZO,11,0,26.18,1.57,NA,29.78,44,19
MZO,11,1,19.81,1.60,0.501,21.66,45,19
MZO,11,2,15.91,1.58,0.447,6.72,45,19
MZO,11,3,12.93,1.57,0.447,8.71,46,20
MZO,11,4,11.76,1.61,0.455,17.50,46,20
MZO,11,5,11.50,1.62,NA,17.78,47,20
MZO,11,6,10.09,1.63,NA,16.10,48,21
MZO,11,7,11.45,1.66,NA,25.38,49,21
MZO,11,8,9.99,1.63,NA,26.80,50,22
MZO,11,9,9.71,1.61,NA,20.16,51,22
MZO,11,10,8.94,1.65,NA,14.78,53,22
MZO,11,11,10.91,1.82,0.542,13.59,54,22
MZO,11,12,17.40,1.98,0.516,8.06,57,23
MZO,11,13,26.45,2.06,0.492,3.41,58,24
MZO,11,14,35.50,2.11,0.504,1.96,59,27
MZO,11,15,40.06,2.18,0.457,3.25,61,28
MZO,11,16,48.79,2.20,0.379,1.37,63,29
MZO,11,17,55.52,2.22,0.329,1.10,64,30
MZO,11,18,59.44,2.23,0.294,2.70,64,31
MZO,11,19,59.27,2.24,0.288,12.27,65,31
MZO,11,20,54.85,2.28,0.325,24.50,66,31
MZO,11,21,50.60,2.27,0.324,10.05,66,32
MZO,11,22,44.72,2.33,0.345,16.01,66,32
MZO,11,23,37.64,2.35,0.344,21.74,65,32
MZO,12,0,31.66,2.19,0.337,10.18,64,32
MZO,12,1,26.82,2.18,0.323,8.87,63,31
MZO,12,2,22.87,2.22,0.348,9.55,62,31
MZO,12,3,20.62,2.28,0.344,10.06,62,32
MZO,12,4,18.57,2.48,0.256,20.45,63,32
MZO,12,5,14.90,2.70,0.225,17.57,64,32
MZO,12,6,12.92,2.90,0.166,12.47,64,33
MZO,12,7,11.15,3.06,0.163,15.46,63,33
MZO,12,8,8.40,3.14,0.214,14.52,62,33
MZO,12,9,5.96,3.39,0.280,13.80,61,33
MZO,12,10,5.82,3.44,0.288,4.82,60,33
MZO,12,11,7.54,3.30,0.291,5.45,60,34
MZO,12,12,12.65,3.24,0.307,4.05,59,34
MZO,12,13,19.01,3.26,0.330,5.13,58,34
MZO,12,14,25.11,3.28,0.359,6.67,58,32
MZO,12,15,32.79,3.37,0.356,5.44,58,34
MZO,12,16,40.94,3.48,0.321,2.51,58,34
MZO,12,17,47.65,3.50,0.278,2.55,58,34
MZO,12,18,50.27,3.49,0.261,5.56,58,34
MZO,12,19,48.92,3.49,0.253,11.16,58,34
MZO,12,20,47.25,3.47,0.249,6.44,58,34
MZO,12,21,44.05,3.47,0.240,6.99,57,34
MZO,12,22,40.16,3.44,0.217,6.06,57,33
MZO,12,23,35.14,3.40,0.198,5.23,56,33
MZO,13,0,29.62,3.36,0.200,3.72,55,33
MZO,13,1,24.66,3.34,0.204,8.05,54,33
MZO,13,2,20.27,3.32,0.193,18.69,54,32
MZO,13,3,19.48,3.26,NA,13.76,53,32
MZO,13,4,17.37,3.02,NA,10.82,52,31
MZO,13,5,15.89,2.79,NA,9.10,50,31
MZO,13,6,14.55,2.59,NA,10.66,49,30
MZO,13,7,12.80,2.39,NA,14.14,48,29
MZO,13,8,10.58,2.31,NA,18.27,47,28
MZO,13,9,10.54,2.08,NA,10.17,46,28
MZO,13,10,13.94,1.98,NA,2.55,45,27
MZO,13,11,17.22,1.92,NA,1.59,44,26
MZO,13,12,20.91,1.83,0.200,1.04,43,25
MZO,13,13,24.40,1.74,0.192,0.74,42,23
MZO,13,14,28.47,1.67,0.186,1.15,41,23
MZO,13,15,32.75,1.54,0.182,0.96,41,21
MZO,13,16,37.55,1.40,0.160,0.30,40,20
MZO,13,17,40.82,1.37,0.145,0.30,40,20
MZO,13,18,41.93,1.36,NA,0.30,40,19
MZO,13,19,41.27,1.36,NA,4.20,39,20
MZO,13,20,38.54,1.35,NA,14.28,38,20
MZO,13,21,35.33,1.34,NA,17.97,38,20
MZO,13,22,31.98,1.38,NA,13.25,37,20
MZO,13,23,29.30,1.37,NA,6.48,38,20
MZO,14,0,26.69,1.36,NA,4.26,38,20
MZO,14,1,23.20,1.34,NA,8.63,39,20
MZO,14,2,19.36,1.32,NA,12.95,39,20
MZO,14,3,15.71,1.31,0.243,18.38,38,20
MZO,14,4,14.39,1.31,NA,15.50,39,20
MZO,14,5,13.04,1.30,NA,19.29,39,19
MZO,14,6,11.67,1.29,NA,19.40,39,20
MZO,14,7,10.13,1.30,NA,18.50,40,20
MZO,14,8,7.53,1.31,0.345,24.25,42,21
MZO,14,9,7.20,1.33,0.373,17.33,43,21
MZO,14,10,9.73,1.31,0.382,4.92,44,22
MZO,14,11,14.32,1.30,0.390,2.98,44,22
MZO,14,12,19.22,1.31,0.362,2.07,44,22
MZO,14,13,25.27,1.34,0.368,2.50,45,22
MZO,14,14,31.46,1.38,0.370,4.47,45,22
MZO,14,15,36.80,1.40,0.339,2.13,45,21
MZO,14,16,43.11,1.40,0.231,0.80,45,21
MZO,14,17,47.90,1.41,0.187,0.30,44,21
MZO,14,18,50.26,1.41,0.182,0.30,44,22
MZO,14,19,50.12,1.41,0.173,0.30,44,21
MZO,14,20,44.92,1.42,0.280,28.92,44,21
MZO,14,21,39.91,1.41,0.349,20.88,45,21
MZO,14,22,35.85,1.35,0.338,4.20,45,21
MZO,14,23,32.15,1.34,0.332,2.21,45,21
MZO,15,0,28.24,1.34,0.330,3.20,45,20
MZO,15,1,23.77,1.36,0.302,8.77,45,20
MZO,15,2,20.16,1.41,0.303,22.55,46,21
MZO,15,3,14.72,1.70,0.310,22.58,47,21
MZO,15,4,15.38,1.76,0.226,13.23,47,22
MZO,15,5,13.49,1.94,0.172,16.95,48,22
MZO,15,6,11.86,2.08,0.182,20.17,48,22
MZO,15,7,8.37,2.10,0.213,19.93,48,22
MZO,15,8,NA,2.20,0.306,24.18,48,22
MZO,15,9,NA,2.22,0.352,13.07,48,22
MZO,15,10,6.80,2.24,0.358,5.98,49,22
MZO,15,11,11.56,2.32,0.384,6.67,52,23
MZO,15,12,16.26,2.43,0.417,8.14,53,24
MZO,15,13,24.37,2.49,0.437,6.18,54,24
MZO,15,14,28.12,2.52,0.449,5.63,55,25
MZO,15,15,33.85,2.52,0.443,4.53,55,25
MZO,15,16,34.25,2.54,0.366,4.32,56,26
MZO,15,17,37.51,2.57,0.343,7.18,56,26
MZO,15,18,37.93,2.60,0.342,7.18,57,25
MZO,15,19,36.47,2.62,0.338,10.00,58,25
MZO,15,20,32.68,2.64,0.347,15.01,58,25
MZO,15,21,27.38,2.69,0.347,8.77,60,25
MZO,15,22,22.31,2.73,0.331,4.86,65,26
MZO,15,23,19.48,2.75,0.314,2.87,65,26
MZO,16,0,17.24,2.76,0.297,1.34,66,26
MZO,16,1,15.77,2.77,0.294,0.30,66,26
MZO,16,2,15.28,2.73,0.287,0.42,64,26
MZO,16,3,15.28,2.43,NA,1.15,63,25
MZO,16,4,16.50,2.38,NA,0.30,61,24
MZO,16,5,17.59,2.21,NA,0.35,60,24
MZO,16,6,18.29,2.05,NA,0.30,59,23
MZO,16,7,17.32,1.99,NA,2.92,57,23
MZO,16,8,15.96,1.86,NA,6.32,55,22
MZO,16,9,15.06,1.79,NA,2.42,52,20
MZO,16,10,14.69,1.75,NA,1.96,51,19
MZO,16,11,14.98,1.66,NA,2.93,49,19
MZO,16,12,16.15,1.54,0.309,4.32,47,18
MZO,16,13,18.88,1.51,0.328,4.11,47,17
MZO,16,14,22.61,1.46,0.323,0.88,45,18
MZO,16,15,26.78,1.44,0.353,3.60,45,17
MZO,16,16,31.78,1.42,0.356,2.62,45,17
MZO,16,17,37.25,1.95,0.353,2.01,45,18
MZO,16,18,41.89,3.02,0.372,4.06,45,18
MZO,16,19,43.76,3.15,0.379,12.29,44,18
MZO,16,20,43.45,3.32,0.387,18.22,45,19
